case_id,A,C,D,F,Fa,Fd,regime_comb,S
2312,1.2,4.9,2.5,15.3,0.0,0.0,CADF,0.0
2313,7.4,4.3,0.6000000000000001,3.9000000000000004,1.5,0.2,FaCADFFd,0.0
2314,0.3,6.5,0.7,7.8,0.6000000000000001,0.0,FaCADF,0.0
2315,5.2,5.9,0.4,6.8,2.4,1.2,FaCADFFd,0.0
2316,0.0,0.1,5.8,5.3,0.0,4.3,CDFSFd,2.4
2317,7.8,1.0,1.8,7.1,4.0,1.1,FaCADFFd,0.0
2318,1.0999999999999999,8.0,0.2,11.5,0.5,0.6000000000000001,FaCADFFd,0.0
2319,0.2,1.1,0.8999999999999999,9.6,2.0,4.1,FaCADFFd,0.0
2320,0.2,0.8,3.9000000000000004,6.4,0.0,4.6,CADFFd,0.0
2321,0.0,1.8,7.0,7.4,0.8,4.9,FaCDFFd,0.0
2322,0.7,8.9,0.0,5.5,6.7,0.1,FaCAFFd,0.0
2323,5.2,4.6,0.4,3.9,0.30000000000000004,0.4,FaCADFFd,0.0
2324,1.6,4.4,2.2,10.9,2.4,0.4,FaCADFFd,0.0
2325,3.2,0.7,0.0,5.5,4.7,0.0,FaCAFS,9.8
2326,0.2,2.8,6.0,5.4,0.0,6.5,CADFSFd,3.0
2327,0.2,4.5,0.0,0.2,5.4,0.0,FaCAFS,11.6
2328,2.9,4.0,1.5,8.5,0.6,0.4,FaCADFFd,0.0
2329,0.4,1.8,1.9,7.6,0.0,6.2,CADFFd,0.0
2330,5.0,0.2,0.7000000000000001,6.0,6.3,0.0,FaCADFS,1.7
2331,1.1,5.2,3.2,10.9,1.1,0.4,FaCADFFd,0.0
2332,0.2,4.8,1.0,9.2,0.6000000000000001,0.1,FaCADFFd,0.0
2333,0.7,4.9,1.7000000000000002,13.5,0.7,0.4,FaCADFFd,0.0
2334,0.6000000000000001,8.6,0.6000000000000001,13.2,0.7,0.2,FaCADFFd,0.0
2335,0.0,6.2,3.2,10.9,1.6,0.0,FaCDF,0.0
2336,1.1,5.8,0.8,11.5,1.3,3.4000000000000004,FaCADFFd,0.0
2337,0.0,0.0,6.3,12.0,0.0,3.6,DFFd,0.0
2338,0.0,2.9,0.0,0.0,8.1,0.30000000000000004,FaCSFd,12.6
2339,1.5,6.8,0.4,9.7,0.5,1.0,FaCADFFd,0.0
2340,0.8,8.3,5.7,0.8,7.3,0.0,FaCADFS,1.0
2341,0.0,1.3,0.0,0.0,5.1000000000000005,0.0,FaCS,17.5
2342,0.0,3.7,0.5,7.1,10.4,0.2,FaCDFFd,0.0
2343,0.5,12.700000000000001,1.3,8.4,0.6,0.4,FaCADFFd,0.0
2344,0.30000000000000004,6.8,0.6000000000000001,9.6,0.4,0.2,FaCADFFd,0.0
2345,5.5,1.5,0.2,6.9,1.6,0.2,FaCADFFd,0.0
2346,1.7000000000000002,10.4,0.0,1.1,5.8,2.2,FaCAFSFd,2.7
2347,0.5,3.6,3.3,7.8,3.5,1.2000000000000002,FaCADFFd,0.0
2348,0.30000000000000004,7.4,0.9,9.6,1.0,0.7,FaCADFFd,0.0
2349,0.3,7.5,0.2,7.5,0.2,0.2,FaCADFFd,0.0
2350,1.5,0.6,2.0,6.1,5.7,0.0,FaCADF,0.0
2351,3.7,4.0,2.3,9.3,2.3,0.3,FaCADFFd,0.0
2352,1.6,5.1,0.9,12.1,0.0,2.2,CADFFd,0.0
2353,8.6,18.1,1.2000000000000002,11.0,0.6,2.6,FaCADFFd,0.0
2354,1.4,3.2,2.2,4.6,4.3,0.2,FaCADFFd,0.0
2355,1.1,3.1,2.9,10.4,0.0,4.4,CADFFd,0.0
2356,2.1,0.3,2.4,0.7,0.0,3.2,CADFSFd,15.2
2357,1.2000000000000002,4.1,0.9,15.3,0.2,0.2,FaCADFFd,0.0
2358,0.5,5.6,0.2,13.2,0.8,1.6,FaCADFFd,0.0
2359,0.0,0.1,4.3,6.9,0.0,4.1000000000000005,CDFSFd,8.5
2360,3.2,4.0,2.1,5.3999999999999995,0.4,0.8,FaCADFFd,0.0
2361,0.30000000000000004,8.8,1.7,12.3,3.0,2.0,FaCADFFd,0.0
2362,2.0,1.2000000000000002,6.3,5.4,5.2,1.8,FaCADFFd,0.0
2363,1.4,0.1,0.6000000000000001,1.7,5.2,0.0,FaCADFS,12.9
2364,2.2,1.6,1.2,12.5,3.5,1.8,FaCADFFd,0.0
2365,0.0,0.2,5.7,4.7,0.0,3.9,CDFSFd,3.4
2366,5.0,0.4,1.7,6.1,5.7,0.0,FaCADFS,3.0
2367,2.4,3.2,7.1,5.7,0.0,4.4,CADFFd,0.0
2368,6.1,4.2,2.1,5.1,3.8,0.6,FaCADFFd,0.0
2369,0.7000000000000001,8.1,0.2,12.2,1.2999999999999998,1.4,FaCADFFd,0.0
2370,0.5,7.8,1.2000000000000002,10.8,1.0,0.6000000000000001,FaCADFFd,0.0
2371,0.2,6.0,4.1,9.6,0.1,1.9,FaCADFFd,0.0
2372,1.1,3.4,2.3,3.1,7.5,0.0,FaCADFS,5.4
2373,4.2,4.2,2.3000000000000003,4.7,2.1,0.4,FaCADFFd,0.0
2374,0.4,4.7,1.3,6.7,2.3,0.5,FaCADFFd,0.0
2375,6.4,6.6,1.6,6.4,2.6999999999999997,0.2,FaCADFFd,0.0
2376,0.8,4.8,1.2,12.8,2.1,0.2,FaCADFFd,0.0
2377,0.4,9.6,0.4,9.2,2.1,0.2,FaCADFFd,0.0
2378,2.0,3.8,0.2,8.2,0.0,1.7000000000000002,CADFFd,0.0
2379,0.0,0.0,0.2,11.8,0.0,5.9,DFFd,0.0
2380,0.0,0.2,0.0,0.0,8.200000000000001,0.1,FaCSFd,15.4
2381,0.5,6.7,0.8,12.7,0.3,0.9,FaCADFFd,0.0
2382,0.7,12.7,4.2,0.4,4.7,0.0,FaCADFS,0.2
2383,1.9,3.0,1.9,8.5,0.0,6.6000000000000005,CADFFd,0.0
2384,0.5,2.2,0.0,12.8,7.4,0.0,FaCAF,0.0
2385,1.6,2.9,3.8,5.9,0.4,1.2999999999999998,FaCADFFd,0.0
2386,5.6,8.2,0.2,6.9,0.6000000000000001,0.4,FaCADFFd,0.0
2387,0.0,0.8,1.5,13.1,0.0,8.5,CDFFd,0.0
2388,3.2,7.2,2.1,3.6,1.6,0.2,FaCADFFd,0.0
2389,2.3000000000000003,0.8,1.2000000000000002,13.8,5.8,0.0,FaCADF,0.0
2390,0.30000000000000004,4.3,6.0,5.7,0.0,5.6,CADFFd,0.0
2391,0.2,3.9,0.2,8.8,8.8,0.0,FaCADF,0.0
2392,0.2,3.5999999999999996,8.4,4.7,0.0,5.0,CADFFd,0.0
2393,0.0,7.5,4.7,5.1,5.6,1.0,FaCDFFd,0.0
2394,0.30000000000000004,4.1,5.0,6.3,0.0,6.2,CADFFd,0.0
2395,0.0,0.9,0.0,0.0,8.0,0.0,FaCS,15.0
2396,0.4,8.4,0.5,9.4,0.6000000000000001,0.6000000000000001,FaCADFFd,0.0
2397,1.3,4.5,0.8,14.8,0.3,0.2,FaCADFFd,0.0
2398,0.5,1.1,0.1,0.6,7.3,0.2,FaCADFSFd,8.1
2399,0.0,0.0,8.6,3.6,0.0,3.8,DFSFd,1.9
2400,7.8,4.5,0.5,9.5,0.0,0.6,CADFFd,0.0
2401,1.4,3.5,6.1,5.3999999999999995,6.2,1.2999999999999998,FaCADFFd,0.0
2402,1.0,9.6,1.2000000000000002,9.4,0.0,0.7,CADFFd,0.0
2403,1.7,3.6,0.4,13.7,2.3,0.2,FaCADFFd,0.0
2404,1.6,3.0,3.5,7.5,2.0,2.3,FaCADFFd,0.0
2405,4.7,3.5999999999999996,0.6000000000000001,9.2,3.8,0.0,FaCADF,0.0
2406,0.0,2.3000000000000003,0.1,3.4,6.6,0.0,FaCDFS,9.5
2407,1.1,0.8,6.3,9.8,0.0,3.9,CADFFd,0.0
2408,2.5,0.6000000000000001,1.1,11.3,7.3999999999999995,0.0,FaCADF,0.0
2409,1.1,2.0,6.3999999999999995,6.0,0.1,6.3,FaCADFFd,0.0
2410,6.2,5.3,2.9000000000000004,3.8,3.3,0.4,FaCADFFd,0.0
2411,1.8,5.0,4.0,5.5,2.2,1.4000000000000001,FaCADFFd,0.0
2412,2.3000000000000003,6.2,6.800000000000001,5.4,0.0,1.2,CADFFd,0.0
2413,3.5,2.5,1.1,11.6,0.30000000000000004,4.9,FaCADFFd,0.0
2414,5.3,7.9,1.4000000000000001,3.5,2.9,0.9,FaCADFFd,0.0
2415,0.2,1.5,3.2,5.4,9.2,0.4,FaCADFFd,0.0
2416,2.2,3.6,1.5,11.1,0.0,1.5,CADFFd,0.0
2417,1.4000000000000001,3.0,5.7,6.4,3.6999999999999997,1.7,FaCADFFd,0.0
2418,5.9,1.7,1.3,2.9000000000000004,5.4,0.7000000000000001,FaCADFFd,0.0
2419,5.7,4.4,0.30000000000000004,7.199999999999999,4.1,0.2,FaCADFFd,0.0
2420,2.9,5.4,1.9000000000000001,8.9,1.7,1.1,FaCADFFd,0.0
2421,4.0,0.4,4.1,3.5999999999999996,4.7,3.1,FaCADFFd,0.0
2422,2.3,5.7,1.0,6.699999999999999,1.1,1.1,FaCADFFd,0.0
2423,0.0,6.7,0.0,27.2,10.200000000000001,4.0,FaCFFd,0.0
2424,2.3000000000000003,3.2,4.4,7.8,2.6,1.6,FaCADFFd,0.0
2425,1.9000000000000001,0.7,6.9,11.5,0.0,2.9000000000000004,CADFFd,0.0
2426,3.7,0.2,1.4000000000000001,11.4,3.2,0.0,FaCADF,0.0
2427,1.2,3.4,1.1,9.700000000000001,1.3,1.2000000000000002,FaCADFFd,0.0
2428,4.9,2.5,5.9,3.8,3.7,1.1,FaCADFFd,0.0
2429,2.3000000000000003,13.4,0.8,1.3,4.9,0.1,FaCADFFd,0.0
2430,4.3,5.4,4.5,7.0,0.2,2.5,FaCADFFd,0.0
2431,1.1,5.1,0.5,6.800000000000001,6.9,1.5,FaCADFFd,0.0
2432,0.9,3.3,1.5999999999999999,6.9,1.2000000000000002,2.0,FaCADFFd,0.0
2433,0.9,9.3,1.7999999999999998,5.5,1.2000000000000002,3.2,FaCADFFd,0.0
2434,1.6,2.7,1.7000000000000002,10.6,3.8000000000000003,1.5,FaCADFFd,0.0
2435,0.2,0.6000000000000001,4.7,11.5,0.2,2.7,FaCADFFd,0.0
2436,1.5,4.2,0.1,0.4,7.6000000000000005,0.7000000000000001,FaCADFSFd,7.4
2437,2.7,1.9000000000000001,2.8,5.0,2.4,1.1,FaCADFFd,0.0
2438,1.0,5.9,2.8000000000000003,4.1,1.5,0.6000000000000001,FaCADFFd,0.0
2439,7.8,3.4,0.5,4.8,3.2,2.2,FaCADFFd,0.0
2440,6.3,2.2,0.6,4.7,1.7000000000000002,0.4,FaCADFFd,0.0
2441,0.2,7.1000000000000005,0.0,1.2,7.9,1.0,FaCAFSFd,4.5
2442,2.0,3.4,1.2,11.8,2.8000000000000003,0.7,FaCADFFd,0.0
2443,0.0,0.4,0.0,0.0,5.0,0.6000000000000001,FaCSFd,15.9
2444,2.1,5.0,4.1,6.9,1.9,1.9,FaCADFFd,0.0
2445,4.2,2.0,3.7,4.2,0.8,1.0,FaCADFFd,0.0
2446,7.5,8.3,1.5,3.1,0.9,0.6000000000000001,FaCADFFd,0.0
2447,3.3,2.5,2.2,8.6,3.3,2.0,FaCADFFd,0.0
2448,1.7000000000000002,3.8,1.7000000000000002,10.3,2.9,1.5,FaCADFFd,0.0
2449,1.7000000000000002,2.0,3.1,9.0,0.5,1.6,FaCADFFd,0.0
2450,0.0,0.7,1.6,13.6,5.7,0.30000000000000004,FaCDFFd,0.0
2451,4.7,2.1,2.5,7.2,7.4,0.0,FaCADF,0.0
2452,6.6,2.0,4.2,5.1,6.0,0.0,FaCADF,0.0
2453,7.8,0.2,7.6,6.1,0.2,0.0,FaCADF,0.0
2454,0.4,5.8,0.4,8.2,0.7,0.4,FaCADFFd,0.0
2455,2.5,5.9,4.2,5.1,4.2,0.0,FaCADF,0.0
2456,1.2,8.0,0.8,7.8,1.1,1.0,FaCADFFd,0.0
2457,0.7,8.8,0.4,11.4,0.2,0.4,FaCADFFd,0.0
2458,0.30000000000000004,4.4,1.5999999999999999,11.2,0.0,0.4,CADFFd,0.0
2459,3.9,3.8,0.2,7.6000000000000005,3.6,1.5,FaCADFSFd,1.3
2460,1.3,0.5,0.1,1.2,7.5,0.0,FaCADFS,11.3
2461,0.6,7.8,0.8,6.3,2.0,0.4,FaCADFFd,0.0
2462,6.4,8.3,1.0,5.0,0.2,1.0,FaCADFFd,0.0
2463,1.1,3.6,3.0,10.5,2.5,1.2,FaCADFFd,0.0
2464,1.6,7.6,0.8,10.6,0.0,1.3,CADFFd,0.0
2465,3.1,10.1,0.7,15.5,0.2,0.4,FaCADFFd,0.0
2466,2.9,2.6999999999999997,0.2,9.3,6.2,0.6,FaCADFFd,0.0
2467,1.9000000000000001,4.2,0.2,3.4,6.8,1.8,FaCADFSFd,29.7
2468,2.3,1.9,2.0,9.6,5.7,0.2,FaCADFSFd,0.2
2469,2.1,5.6,4.9,7.3,2.8,0.2,FaCADFFd,0.0
2470,3.2,0.4,0.0,0.4,4.3,0.0,FaCAFS,13.6
2471,3.8,5.5,0.6000000000000001,6.5,0.2,1.3,FaCADFFd,0.0
2472,0.5,5.1,1.6,11.8,0.8999999999999999,0.0,FaCADF,0.0
2473,0.1,8.700000000000001,5.5,4.7,1.0,1.9000000000000001,FaCADFFd,0.0
2474,5.9,1.0,3.7,4.9,0.4,0.0,FaCADF,0.0
2475,0.4,0.30000000000000004,0.0,0.1,7.5,0.0,FaCAFS,13.6
2476,1.9000000000000001,8.6,0.2,11.9,0.6000000000000001,0.7000000000000001,FaCADFFd,0.0
2477,0.2,7.4,0.4,9.1,0.5,0.30000000000000004,FaCADFFd,0.0
2478,0.30000000000000004,5.800000000000001,1.4,10.5,0.2,3.6999999999999997,FaCADFFd,0.0
2479,1.4,1.6,2.3000000000000003,10.4,4.3,1.9,FaCADFFd,0.0
2480,0.9,7.2,0.8,12.4,0.0,0.6000000000000001,CADFFd,0.0
2481,0.0,0.8,2.8,6.5,0.0,5.8,CDFFd,0.0
2482,6.0,5.8,1.0,6.2,2.9000000000000004,0.0,FaCADF,0.0
2483,3.6,9.9,2.3,4.9,0.0,1.2,CADFFd,0.0
2484,0.4,3.1,1.4,7.4,0.0,3.6,CADFFd,0.0
2485,5.0,3.8000000000000003,0.2,8.0,3.6,1.3,FaCADFFd,0.0
2486,0.0,0.3,9.4,3.9,0.0,2.3,CDFFd,0.0
2487,4.1,1.5,0.2,5.4,4.7,0.0,FaCADF,0.0
2488,5.7,5.7,0.30000000000000004,6.6,3.4,0.2,FaCADFFd,0.0
2489,0.30000000000000004,9.5,1.2,7.8,4.6,0.5,FaCADFFd,0.0
2490,0.0,8.5,0.6000000000000001,12.6,0.0,0.2,CDFFd,0.0
2491,0.5,0.5,3.5,12.5,0.0,4.9,CADFFd,0.0
2492,6.1,5.9,2.5999999999999996,7.7,4.0,1.8,FaCADFFd,0.0
2493,2.7,4.1,0.5,8.0,0.4,0.2,FaCADFFd,0.0
2494,0.30000000000000004,2.7,0.9,11.3,0.0,2.7,CADFFd,0.0
2495,0.1,7.2,0.5,7.6,0.0,0.5,CADFFd,0.0
2496,0.5,6.5,0.4,11.7,0.6,0.2,FaCADFFd,0.0
2497,3.4,1.1,1.3,10.8,7.1,0.2,FaCADFFd,0.0
2498,0.2,2.1,5.0,5.6,0.0,2.4,CADFSFd,6.6
2499,0.0,3.4,0.1,0.0,9.8,0.1,FaCDSFd,10.5
2500,3.0,2.8,4.9,7.2,2.9,3.1,FaCADFFd,0.0
2501,0.0,1.9000000000000001,0.8,0.0,5.8,0.2,FaCDSFd,13.2
2502,0.1,4.3,0.2,11.1,0.2,4.0,FaCADFFd,0.0
2503,3.9,5.5,0.9,2.2,4.6,0.7000000000000001,FaCADFSFd,2.1
2504,2.5,0.5,0.2,11.9,6.8,0.0,FaCADF,0.0
2505,0.0,0.0,5.9,5.9,0.0,6.2,DFSFd,5.9
2506,0.0,1.6,0.0,0.0,7.3,0.2,FaCSFd,12.8
2507,0.4,5.7,0.2,8.7,0.0,2.9,CADFFd,0.0
2508,0.8999999999999999,5.2,5.6,5.2,4.4,0.6,FaCADFFd,0.0
2509,1.0,8.1,2.2,12.4,0.2,0.0,FaCADF,0.0
2510,0.0,0.6,5.2,5.7,0.0,4.4,CDFFd,0.0
2511,5.3,3.6,0.8,7.300000000000001,2.4000000000000004,4.5,FaCADFFd,0.0
2512,0.7,2.0,0.5,1.1,8.9,0.2,FaCADFSFd,8.5
2513,0.5,12.1,0.4,6.3999999999999995,1.5,1.0,FaCADFFd,0.0
2514,0.4,11.4,1.2000000000000002,5.800000000000001,1.5,3.6,FaCADFFd,0.0
2515,0.0,9.3,0.7,5.4,0.5,0.0,FaCDF,0.0
2516,0.1,0.1,4.0,7.300000000000001,0.0,5.3,CADFSFd,5.1
2517,0.0,5.7,0.9,7.2,2.1,0.0,FaCDF,0.0
2518,0.1,1.2999999999999998,4.6,10.1,1.8,4.0,FaCADFFd,0.0
2519,0.7,4.1,0.9,8.0,0.8999999999999999,1.3,FaCADFFd,0.0
2520,0.0,5.6000000000000005,0.0,0.0,9.3,0.1,FaCSFd,6.9
2521,0.4,5.0,1.0,15.6,1.7000000000000002,0.2,FaCADFFd,0.0
2522,0.7,4.8,2.3,9.5,4.3,0.3,FaCADFFd,0.0
2523,2.0,5.3,1.0,14.5,0.8999999999999999,0.2,FaCADFFd,0.0
2524,1.2,1.5,1.2999999999999998,15.4,0.2,2.3,FaCADFFd,0.0
2525,2.5,2.0,2.7,10.200000000000001,1.4,3.1,FaCADFFd,0.0
2526,6.4,8.9,1.4,2.0,1.3,1.3,FaCADFSFd,0.6
2527,0.5,2.6,0.9,13.0,0.0,2.9000000000000004,CADFFd,0.0
2528,0.9,4.3,1.6,12.700000000000001,4.4,0.0,FaCADF,0.0
2529,1.0,0.8,4.9,7.3,0.0,4.9,CADFSFd,5.0
2530,2.1,0.0,0.2,9.7,7.7,0.0,FaADFS,2.2
2531,0.9,10.700000000000001,0.7,10.4,0.9,0.2,FaCADFFd,0.0
2532,1.6,4.9,1.7000000000000002,11.7,0.8,1.2,FaCADFFd,0.0
2533,0.6000000000000001,4.2,1.2000000000000002,17.9,0.0,0.0,CADF,0.0
2534,2.1,10.1,0.2,7.8,0.7,1.0,FaCADFFd,0.0
2535,0.0,0.0,5.7,4.2,0.0,3.2,DFSFd,8.8
2536,3.5,3.3000000000000003,1.6,12.3,9.1,0.0,FaCADFS,16.2
2537,5.1000000000000005,1.8,0.6,9.9,4.5,0.0,FaCADF,0.0
2538,0.2,1.0,5.2,5.9,0.2,7.4,FaCADFFd,0.0
2539,6.2,1.2,3.3,4.9,4.3,2.0,FaCADFFd,0.0
2540,1.6,0.2,3.7,6.8999999999999995,0.0,7.5,CADFFd,0.0
2541,2.6,1.2,1.1,8.3,8.0,0.2,FaCADFSFd,2.5
2542,0.9,6.5,0.4,13.8,0.1,0.2,FaCADFFd,0.0
2543,2.4000000000000004,5.2,2.3,10.8,0.3,0.9,FaCADFFd,0.0
2544,1.2,1.9000000000000001,2.6,10.2,7.2,0.8,FaCADFFd,0.0
2545,0.2,3.9,1.6,10.9,3.3000000000000003,2.0,FaCADFFd,0.0
2546,0.7,9.799999999999999,3.8,0.0,2.2,1.4000000000000001,FaCADFd,0.0
2547,0.0,4.6,4.3,5.5,0.0,5.5,CDFFd,0.0
2548,9.4,6.0,0.0,3.2,0.7,0.6000000000000001,FaCAFFd,0.0
2549,1.0,3.0,3.0,5.9,6.0,0.0,FaCADFS,3.0
2550,3.2,5.7,0.2,8.8,0.0,0.0,CADF,0.0
2551,0.0,0.2,0.0,0.0,6.5,0.1,FaCSFd,9.1
2552,0.0,0.5,6.5,2.7,5.7,1.9000000000000001,FaCDFSFd,2.5999999999999996
2553,0.0,1.4,7.8,2.6,6.6,0.2,FaCDFSFd,5.3
2554,0.0,6.4,0.2,7.8,0.1,1.4,FaCDFFd,0.0
2555,0.8,1.1,1.5,10.3,6.2,0.0,FaCADF,0.0
2556,0.2,5.0,1.9,7.5,0.0,3.3,CADFFd,0.0
2557,0.6000000000000001,4.5,1.9,6.5,0.0,2.4,CADFFd,0.0
2558,3.2,0.0,3.8000000000000003,3.3,6.2,0.0,FaADFS,5.3999999999999995
2559,0.7,5.7,0.4,10.4,0.5,0.2,FaCADFFd,0.0
2560,0.0,1.5,4.3,0.5,4.6,1.4000000000000001,FaCDFSFd,11.6
2561,5.6,2.2,2.9000000000000004,6.3,3.3000000000000003,1.6,FaCADFFd,0.0
2562,0.2,0.8,2.4,3.3,0.0,8.6,CADFSFd,8.6
2563,2.9,19.799999999999997,1.7,3.1,6.2,0.1,FaCADFSFd,6.3
2564,3.9,1.9,0.7,6.4,4.8,4.2,FaCADFFd,0.0
2565,1.9,5.9,1.8,7.2,0.9,0.2,FaCADFFd,0.0
2566,0.0,2.5,0.0,0.0,7.6,0.0,FaCS,11.8
2567,0.2,8.0,0.2,11.7,0.2,1.5999999999999999,FaCADFFd,0.0
2568,1.8,2.0,5.6,4.3,6.0,2.2,FaCADFFd,0.0
2569,0.9,7.5,0.6000000000000001,10.9,0.0,0.0,CADF,0.0
2570,0.0,1.1,0.0,0.0,5.5,0.0,FaCS,15.3
2571,0.8999999999999999,10.8,0.6000000000000001,9.1,0.2,0.30000000000000004,FaCADFFd,0.0
2572,0.0,10.5,0.7000000000000001,9.9,0.5,0.30000000000000004,FaCDFFd,0.0
2573,1.8,8.6,0.5,10.2,0.6000000000000001,0.2,FaCADFFd,0.0
2574,0.1,2.4,1.6,16.3,0.0,3.5,CADFFd,0.0
2575,4.9,0.2,0.2,9.3,7.3,0.0,FaCADF,0.0
2576,1.4000000000000001,4.7,0.7,5.3,2.3,1.5,FaCADFFd,0.0
2577,6.4,4.3,1.5,7.0,2.5,0.2,FaCADFFd,0.0
2578,1.8,5.9,0.2,7.5,0.1,0.4,FaCADFFd,0.0
2579,0.5,5.2,7.4,5.5,1.9,2.9000000000000004,FaCADFSFd,0.5
2580,0.0,0.2,0.0,0.0,4.6000000000000005,0.0,FaCS,42.2
2581,1.9,4.9,2.0999999999999996,7.4,3.3,2.3,FaCADFFd,0.0
2582,0.0,0.1,0.0,0.0,8.3,0.0,FaCS,15.5
2583,2.1,7.8,2.0,7.6000000000000005,2.0,0.4,FaCADFFd,0.0
2584,0.0,3.4,10.3,9.9,7.6,0.8,FaCDFFd,0.0
2585,0.7,0.1,1.4000000000000001,1.7000000000000002,4.9,0.0,FaCADFS,15.1
2586,4.3,3.9,2.9,6.7,2.7,1.4,FaCADFFd,0.0
2587,3.0,6.7,0.6000000000000001,8.299999999999999,1.1,0.2,FaCADFFd,0.0
2588,0.2,6.1,6.6000000000000005,7.7,0.0,1.3,CADFFd,0.0
2589,0.7,3.1,1.2,2.4,6.2,0.0,FaCADFS,10.3
2590,0.4,2.7,1.4,1.4,0.2,3.9000000000000004,FaCADFSFd,11.9
2591,3.3,0.4,0.2,2.7,6.0,0.0,FaCADFS,11.3
2592,0.0,0.4,0.0,0.0,7.7,0.0,FaCS,13.8
2593,0.0,9.6,0.4,9.3,0.4,0.2,FaCDFFd,0.0
2594,0.0,8.2,0.6000000000000001,10.6,0.9,1.6,FaCDFFd,0.0
2595,1.2,9.9,1.0,8.799999999999999,0.2,0.8,FaCADFFd,0.0
2596,0.5,8.6,0.30000000000000004,13.2,1.0,0.3,FaCADFFd,0.0
2597,6.5,7.5,0.5,7.6,0.7,1.1,FaCADFFd,0.0
2598,0.2,4.5,1.0,7.9,0.2,2.1,FaCADFFd,0.0
2599,2.2,4.1,0.2,9.0,0.1,0.30000000000000004,FaCADFFd,0.0
2600,0.5,7.3,0.0,11.5,1.3,1.3,FaCAFFd,0.0
2601,0.0,6.9,1.0,9.3,0.2,0.5,FaCDFFd,0.0
2602,0.6,8.5,1.0,9.5,0.0,2.3,CADFFd,0.0
2603,0.4,2.9000000000000004,4.6,7.1,0.0,1.5,CADFSFd,5.4
2604,4.0,4.6,3.4000000000000004,9.4,1.5,1.0,FaCADFFd,0.0
2605,1.4000000000000001,0.0,1.7,6.4,6.4,0.0,FaADF,0.0
2606,3.5,0.0,0.0,15.0,5.4,0.0,FaAF,0.0
2607,0.4,9.4,1.1,11.3,1.1,0.6000000000000001,FaCADFFd,0.0
2608,3.3,0.0,0.6,11.8,6.2,0.0,FaADF,0.0
2609,5.6000000000000005,2.1999999999999997,1.5999999999999999,6.2,2.2,2.1,FaCADFFd,0.0
2610,2.5,1.6,1.1,10.299999999999999,3.2,3.2,FaCADFFd,0.0
2611,0.2,2.1,1.5,4.6,7.300000000000001,0.0,FaCADFS,4.2
2612,0.0,0.9,3.0,12.1,0.0,7.9,CDFFd,0.0
2613,0.0,0.1,0.0,0.0,5.3,0.0,FaCS,16.5
2614,4.1,8.0,2.2,6.6,0.0,1.0,CADFFd,0.0
2615,1.6,3.2,1.8,6.1,6.6,0.7,FaCADFSFd,3.9
2616,1.1,7.1,1.1,12.2,0.0,0.4,CADFFd,0.0
2617,2.4,0.8,6.6,0.8,4.2,0.7,FaCADFSFd,7.4
2618,4.9,3.0,2.5,6.2,4.8,0.5,FaCADFFd,0.0
2619,0.4,7.5,0.6000000000000001,13.7,1.1,0.6000000000000001,FaCADFFd,0.0
2620,0.30000000000000004,3.4,0.7,10.9,0.2,0.4,FaCADFFd,0.0
2621,1.3,3.2,1.1,9.1,2.2,1.0,FaCADFFd,0.0
2622,0.1,0.0,3.2,8.7,0.0,5.9,ADFFd,0.0
2623,4.5,4.1,0.2,2.9,8.8,0.2,FaCADFSFd,1.2
2624,0.2,2.6,4.7,6.1,4.1,0.2,FaCADFFd,0.0
2625,3.0,2.5,1.4,10.2,2.7,2.1,FaCADFFd,0.0
2626,0.0,0.5,6.7,7.0,0.0,5.7,CDFFd,0.0
2627,2.2,0.1,0.0,0.8,6.9,0.0,FaCAFS,11.9
2628,0.2,7.0,0.4,7.8,0.2,2.3,FaCADFFd,0.0
2629,1.9,0.2,4.5,5.8,7.8999999999999995,0.4,FaCADFSFd,3.2
2630,2.2,0.2,1.5,8.2,3.8000000000000003,0.0,FaCADF,0.0
2631,0.0,5.0,8.2,0.0,8.7,0.0,FaCD,0.0
2632,0.2,0.4,4.9,10.299999999999999,0.5,7.6,FaCADFFd,0.0
2633,7.3,7.7,0.30000000000000004,5.4,1.0,0.2,FaCADFFd,0.0
2634,5.1,2.2,4.0,6.5,3.6,2.5,FaCADFFd,0.0
2635,0.5,2.8,1.8,1.8,9.0,0.0,FaCADF,0.0
2636,0.0,1.3,5.3,6.8,0.0,6.2,CDFSFd,2.3
2637,0.4,0.3,5.0,10.7,0.0,5.5,CADFFd,0.0
2638,3.9,3.2,1.3,9.5,4.5,1.5,FaCADFFd,0.0
2639,0.6000000000000001,3.6,3.9,9.0,4.8,0.0,FaCADF,0.0
2640,1.7,3.7,1.6,11.5,0.2,3.2,FaCADFFd,0.0
2641,0.2,1.2,9.3,7.5,2.4,0.0,FaCADFS,3.3
2642,5.1,3.4,0.2,8.5,4.3,0.4,FaCADFFd,0.0
2643,3.1,0.6,7.8,8.0,2.4,0.0,FaCADF,0.0
2644,1.7,2.4,1.9000000000000001,11.4,3.0,1.5,FaCADFFd,0.0
2645,0.30000000000000004,1.8,4.6000000000000005,7.2,0.0,6.0,CADFFd,0.0
2646,0.4,0.1,0.0,0.0,5.4,0.0,FaCAS,16.0
2647,2.1,8.3,1.1,11.6,0.2,0.6000000000000001,FaCADFFd,0.0
2648,2.1,4.1,2.3,8.4,2.5,0.5,FaCADFFd,0.0
