case_id,A,C,D,F,Fa,regime_comb,Fd,S
4805,1.2,12.0,0.0,8.7,0.0,CAF,0.0,0.0
4806,1.0,8.5,0.7,6.8,0.9,FaCADF,0.0,0.0
4807,0.0,1.4000000000000001,5.6,9.7,0.0,CDFSFd,4.9,0.3
4808,0.3,6.2,0.0,7.3,9.3,FaCAFS,0.0,0.8
4809,0.0,0.3,5.0,9.6,0.0,CDFSFd,4.9,2.0999999999999996
4810,5.4,3.9,1.7,7.6000000000000005,3.3,FaCADF,0.0,0.0
4811,2.6,8.3,1.3,9.8,1.9,FaCADF,0.0,0.0
4812,0.0,0.4,4.2,8.8,0.0,CDFSFd,3.6,0.8999999999999999
4813,5.5,5.0,0.4,4.6,2.4,FaCADF,0.0,0.0
4814,0.0,6.7,0.0,6.7,6.6000000000000005,FaCFS,0.0,1.9
4815,8.3,0.0,0.0,13.6,0.0,AF,0.0,0.0
4816,0.0,9.0,0.4,12.1,0.0,CDFFd,2.5999999999999996,0.0
4817,3.3,0.0,0.4,18.7,1.5,FaADF,0.0,0.0
4818,1.1,6.6,3.8,4.1,0.0,CADFFd,0.3,0.0
4819,7.5,18.0,1.9,12.5,0.0,CADFFd,6.2,0.0
4820,1.2,0.0,0.2,14.5,0.0,ADF,0.0,0.0
4821,0.0,3.6,0.5,13.2,0.0,CDFFd,4.6,0.0
4822,6.0,0.8,2.1,13.0,0.0,CADF,0.0,0.0
4823,2.6,0.0,1.0,18.3,0.0,ADF,0.0,0.0
4824,0.0,6.8,0.30000000000000004,13.6,0.0,CDFFd,1.2,0.0
4825,0.0,4.4,1.0,9.6,0.0,CDFSFd,7.7,1.2
4826,6.3,0.0,2.3,12.1,1.2000000000000002,FaADF,0.0,0.0
4827,4.0,0.0,3.5,7.9,0.5,FaADF,0.0,0.0
4828,0.0,11.4,0.0,13.7,2.9,FaCFFd,0.1,0.0
4829,0.0,89.7,11.4,30.3,6.0,FaCDFS,0.0,7.5
4830,0.0,2.9,0.7000000000000001,12.3,0.0,CDF,0.0,0.0
4831,6.3,14.7,1.5,22.3,0.0,CADFFd,1.3,0.0
4832,0.2,4.300000000000001,0.30000000000000004,15.8,1.3,FaCADF,0.0,0.0
4833,7.300000000000001,1.7000000000000002,6.9,6.0,0.0,CADF,0.0,0.0
4834,0.4,1.2000000000000002,4.1,12.3,1.8,FaCADFFd,4.1,0.0
4835,2.8,0.0,0.0,18.2,0.9,FaAF,0.0,0.0
4836,0.0,0.0,2.7,21.2,0.0,DF,0.0,0.0
4837,0.0,10.4,4.4,3.4,0.0,CDFSFd,2.4,1.3
4838,7.1,0.0,6.4,8.9,1.5,FaADF,0.0,0.0
4839,3.3,9.9,1.4,6.7,0.6,FaCADF,0.0,0.0
4840,0.7,15.9,0.5,21.2,7.0,FaCADFS,0.0,0.7999999999999999
4841,0.0,1.7999999999999998,0.4,12.0,0.0,CDFFd,3.6999999999999997,0.0
4842,0.0,1.6,4.4,10.700000000000001,0.0,CDFFd,5.2,0.0
4843,0.4,1.0,0.0,12.0,7.6000000000000005,FaCAFS,0.0,0.9
4844,0.3,0.0,0.5,23.1,0.0,ADF,0.0,0.0
4845,0.0,7.3,0.0,14.6,0.0,CF,0.0,0.0
4846,1.1,4.7,0.0,10.6,1.5,FaCAF,0.0,0.0
4847,0.0,4.3,7.0,7.1000000000000005,0.0,CDFFd,3.5,0.0
4848,2.4,1.0,1.6,9.6,6.7,FaCADFS,0.0,0.6
4849,0.0,0.5,4.2,13.200000000000001,0.0,CDFFd,4.0,0.0
4850,3.5,6.8,0.1,10.4,0.9,FaCADFFd,2.2,0.0
4851,4.7,5.1000000000000005,5.1,10.2,0.9,FaCADFFd,4.0,0.0
4852,2.5,0.1,3.7,11.799999999999999,0.0,CADFFd,4.8,0.0
4853,0.0,0.6,1.5,10.6,0.0,CDFFd,5.2,0.0
4854,1.3,12.9,2.6,3.6,2.6,FaCADFS,0.0,0.9
4855,3.5999999999999996,0.0,0.4,17.9,0.0,ADF,0.0,0.0
4856,0.0,1.7000000000000002,0.2,20.0,0.0,CDF,0.0,0.0
4857,0.1,0.0,0.7,23.1,0.0,ADF,0.0,0.0
4858,1.6,0.0,3.3000000000000003,17.0,0.0,ADF,0.0,0.0
4859,7.4,0.0,6.2,9.8,0.5,FaADF,0.0,0.0
4860,2.1,11.200000000000001,1.5,8.5,0.6000000000000001,FaCADF,0.0,0.0
4861,0.0,8.3,0.3,10.6,0.0,CDFFd,0.7,0.0
4862,0.5,23.1,0.9,13.2,8.6,FaCADFSFd,1.4000000000000001,0.4
4863,2.1,10.4,1.0,9.2,0.0,CADFFd,1.2,0.0
4864,2.8,4.5,0.0,7.0,0.0,CAFFd,5.6,0.0
4865,6.3,14.4,2.8,22.4,4.9,FaCADFS,0.0,3.4
4866,0.5,0.0,2.7,21.9,0.0,ADFFd,3.0,0.0
4867,6.5,1.0,5.8,10.2,0.4,FaCADF,0.0,0.0
4868,4.5,0.0,3.1,14.3,0.0,ADF,0.0,0.0
4869,0.0,2.3,2.5,11.8,0.0,CDFSFd,5.1,0.2
4870,0.5,0.0,5.2,9.2,0.0,ADFFd,1.0,0.0
4871,0.30000000000000004,2.8,0.0,10.7,9.0,FaCAF,0.0,0.0
4872,2.4000000000000004,0.0,1.3,18.2,0.0,ADF,0.0,0.0
4873,0.9,0.5,0.0,22.5,0.0,CAF,0.0,0.0
4874,0.4,0.0,0.7,20.8,0.0,ADF,0.0,0.0
4875,0.5,1.0,5.9,14.0,0.0,CADFFd,0.5,0.0
4876,9.0,0.2,1.5,10.4,1.7,FaCADF,0.0,0.0
4877,4.5,8.4,0.0,8.8,0.0,CAFFd,2.2,0.0
4878,2.7,6.3,0.0,10.2,0.0,CAFFd,2.7,0.0
4879,0.4,2.2,5.4,6.5,0.0,CADFFd,3.4,0.0
4880,0.4,0.4,0.5,20.2,0.4,FaCADF,0.0,0.0
4881,1.8000000000000003,0.0,1.5999999999999999,20.5,0.0,ADF,0.0,0.0
4882,4.9,0.0,2.0,15.0,0.0,ADF,0.0,0.0
4883,3.7,1.5,14.7,13.8,9.1,FaCADFSFd,2.5,2.8
4884,0.0,6.5,0.1,9.8,0.0,CDFFd,5.5,0.0
4885,0.7,18.9,7.3,30.0,6.0,FaCADFSFd,1.2,2.1
4886,0.5,5.5,0.1,11.8,3.4,FaCADFFd,0.6,0.0
4887,2.8,6.2,3.7,9.6,0.0,CADFFd,1.6,0.0
4888,1.0,0.0,2.4,9.1,0.0,ADFFd,3.4000000000000004,0.0
4889,0.0,4.4,0.0,29.6,9.8,FaCFS,0.0,4.3
4890,4.4,0.0,0.8999999999999999,16.6,0.0,ADF,0.0,0.0
4891,2.0,0.0,2.7,18.2,0.0,ADF,0.0,0.0
4892,0.0,0.0,0.0,21.9,0.0,F,0.0,0.0
4893,0.0,2.3000000000000003,4.9,12.1,0.0,CDFFd,4.6,0.0
4894,0.5,3.0,3.0,9.5,5.6,FaCADFFd,0.3,0.0
4895,6.6,0.0,2.6,11.8,0.9,FaADF,0.0,0.0
4896,0.0,5.0,0.0,12.8,0.0,CFFd,0.1,0.0
4897,0.0,3.6999999999999997,6.4,0.9,6.9,FaCDF,0.0,0.0
4898,0.0,1.2,3.0,14.7,0.8999999999999999,FaCDFFd,3.1,0.0
4899,2.0,7.9,0.7,10.1,1.2,FaCADF,0.0,0.0
4900,0.0,5.1,2.2,7.5,0.0,CDFFd,1.1,0.0
4901,0.0,0.4,3.0,17.3,0.0,CDFFd,1.2,0.0
4902,3.5,0.0,1.1,18.3,0.0,ADF,0.0,0.0
4903,1.7000000000000002,6.6,1.2,10.2,1.2000000000000002,FaCADFFd,1.0,0.0
4904,0.0,0.8999999999999999,4.1,8.7,0.0,CDFSFd,7.4,0.5
4905,7.8,0.0,0.8,12.1,1.2,FaADF,0.0,0.0
4906,4.6,3.6,3.4,7.7,2.0,FaCADFFd,2.6,0.0
4907,5.6,0.0,1.7,14.6,0.0,ADF,0.0,0.0
4908,1.5,1.5,2.2,16.7,0.0,CADF,0.0,0.0
4909,4.4,0.0,3.7,13.8,0.0,ADF,0.0,0.0
4910,2.6,8.200000000000001,0.0,6.3,2.3,FaCAFFd,2.5,0.0
4911,0.0,12.4,0.0,25.1,9.3,FaCFSFd,0.2,1.0
4912,0.0,0.9,5.5,9.5,0.0,CDF,0.0,0.0
4913,4.3,10.1,0.0,2.1,6.9,FaCAFS,0.0,0.5
4914,0.0,11.1,0.0,10.6,0.2,FaCF,0.0,0.0
4915,0.7000000000000001,7.4,0.0,14.200000000000001,0.5,FaCAF,0.0,0.0
4916,0.1,9.1,0.9,11.7,0.1,FaCADF,0.0,0.0
4917,0.7,8.6,8.9,4.8,0.2,FaCADFFd,0.7,0.0
4918,0.5,0.0,1.9,18.7,0.0,ADFFd,0.8,0.0
4919,2.4,4.0,5.5,9.3,0.7,FaCADF,0.0,0.0
4920,0.0,0.5,4.8,10.5,0.0,CDFFd,0.1,0.0
4921,0.9,6.800000000000001,2.4,11.8,0.0,CADF,0.0,0.0
4922,0.0,1.2,5.4,9.8,0.0,CDFFd,5.5,0.0
4923,1.3,5.9,0.3,5.0,10.1,FaCADFFd,1.3,0.0
4924,3.1,4.4,2.4,2.3,3.7,FaCADF,0.0,0.0
4925,1.2999999999999998,9.1,0.7,10.8,0.0,CADF,0.0,0.0
4926,6.4,6.0,0.0,4.1,0.9,FaCAFFd,2.5,0.0
4927,0.30000000000000004,0.0,9.6,12.3,0.0,ADFFd,1.7,0.0
4928,0.7,0.6,0.6,10.2,9.8,FaCADF,0.0,0.0
4929,0.8,13.6,1.5,7.9,0.0,CADF,0.0,0.0
4930,0.0,4.3,2.4,7.6,0.0,CDFSFd,6.7,0.9
4931,0.0,5.5,0.0,9.9,7.300000000000001,FaCFS,0.0,1.2
4932,0.0,3.1,0.0,11.299999999999999,9.5,FaCF,0.0,0.0
4933,2.2,0.0,1.3,18.4,0.0,ADF,0.0,0.0
4934,0.5,0.0,0.0,21.4,0.0,AF,0.0,0.0
4935,1.5,1.5999999999999999,7.6000000000000005,8.700000000000001,1.1,FaCADFSFd,2.6,0.8
4936,3.9,1.7,4.9,4.6,6.0,FaCADFFd,0.8,0.0
4937,0.5,4.8999999999999995,2.4,7.9,0.0,CADFFd,2.2,0.0
4938,6.6,1.3,8.5,25.5,0.1,FaCADF,0.0,0.0
4939,4.8,0.0,5.6,10.3,0.0,ADFFd,1.2,0.0
4940,7.0,10.2,0.0,3.4,1.3,FaCAF,0.0,0.0
4941,0.1,0.0,0.0,23.8,0.0,AF,0.0,0.0
4942,0.1,0.0,0.3,21.5,0.0,ADF,0.0,0.0
4943,8.799999999999999,0.0,4.0,9.1,0.0,ADF,0.0,0.0
4944,6.5,6.5,0.0,8.1,0.6,FaCAFFd,0.2,0.0
4945,0.0,3.7,0.0,11.299999999999999,6.9,FaCFS,0.0,2.0
4946,0.0,0.0,3.0,17.1,0.0,DF,0.0,0.0
4947,6.0,17.8,6.9,10.9,2.8,FaCADFFd,2.6,0.0
4948,0.0,10.0,0.0,25.9,9.9,FaCFSFd,0.2,2.0
4949,0.0,9.9,0.5,10.7,0.8,FaCDF,0.0,0.0
4950,0.0,15.5,0.0,6.2,0.2,FaCF,0.0,0.0
4951,4.1,7.0,0.8,5.5,3.8,FaCADFFd,1.7000000000000002,0.0
4952,0.0,0.7,2.1999999999999997,3.2,9.2,FaCDFS,0.0,0.6000000000000001
4953,0.0,8.1,2.3000000000000003,8.2,2.2,FaCDFFd,1.1,0.0
4954,0.0,2.6,2.7,7.7,0.0,CDFSFd,7.9,1.0
4955,2.8,0.0,0.6000000000000001,18.5,0.0,ADF,0.0,0.0
4956,0.8,0.5,0.5,21.1,0.0,CADF,0.0,0.0
4957,0.0,7.3,0.7,8.3,0.0,CDFFd,5.6,0.0
4958,2.9,4.7,0.5,11.4,4.4,FaCADF,0.0,0.0
4959,0.9,17.7,1.6,12.0,10.4,FaCADFSFd,1.4,0.1
4960,1.0,0.8,7.1,15.8,0.0,CADFFd,1.4,0.0
4961,5.1,0.0,0.4,14.4,2.0,FaADF,0.0,0.0
4962,0.9,1.0,4.9,9.9,1.2,FaCADF,0.0,0.0
4963,6.0,14.9,9.4,7.5,7.5,FaCADFFd,2.8,0.0
4964,1.0,0.0,0.8,14.1,0.0,ADF,0.0,0.0
4965,0.4,0.0,8.4,13.5,0.0,ADFFd,1.6,0.0
4966,2.8000000000000003,0.0,1.9000000000000001,17.8,1.4,FaADF,0.0,0.0
4967,2.6999999999999997,0.0,0.6,18.6,0.0,ADF,0.0,0.0
4968,3.0,0.0,3.4,15.5,0.0,ADF,0.0,0.0
4969,0.0,18.599999999999998,11.0,8.8,7.6,FaCDFS,0.0,1.0
4970,0.0,0.0,1.6,14.3,0.0,DF,0.0,0.0
4971,11.6,0.5,16.4,41.5,0.0,CADFFd,2.1,0.0
4972,1.4,0.0,4.5,5.0,0.0,ADFFd,5.0,0.0
4973,1.5,0.4,0.8,12.3,6.9,FaCADF,0.0,0.0
4974,1.7000000000000002,0.0,0.7,19.5,0.0,ADF,0.0,0.0
4975,1.0,0.0,2.2,20.7,0.0,ADF,0.0,0.0
4976,0.5,2.4,0.6000000000000001,18.4,0.0,CADF,0.0,0.0
4977,0.0,3.0,10.4,5.7,0.0,CDFSFd,2.0,2.8
4978,11.3,0.0,5.5,5.1,0.0,ADF,0.0,0.0
4979,1.5,0.0,6.0,17.2,0.0,ADFFd,1.3,0.0
4980,0.0,0.0,0.0,13.6,7.1,FaFS,0.0,1.2000000000000002
4981,0.5,1.5,4.6,24.8,0.6,FaCADF,0.0,0.0
4982,3.2,0.0,6.3,10.4,0.0,ADF,0.0,0.0
4983,2.3,0.1,8.0,10.4,1.1,FaCADF,0.0,0.0
4984,0.0,7.0,11.2,3.3,0.7000000000000001,FaCDFSFd,0.2,1.5
4985,7.5,0.0,0.0,13.4,1.0,FaAF,0.0,0.0
4986,0.6,1.4,1.6,18.3,0.0,CADF,0.0,0.0
4987,1.7,0.0,0.8,20.4,0.0,ADF,0.0,0.0
4988,2.7,0.0,1.1,18.1,0.0,ADF,0.0,0.0
4989,4.9,0.0,6.7,12.3,0.0,ADF,0.0,0.0
4990,4.6,1.2,7.5,9.6,0.0,CADF,0.0,0.0
4991,1.4000000000000001,4.4,4.7,4.0,0.0,CADFFd,1.4,0.0
4992,0.0,4.3,7.0,5.2,0.0,CDFSFd,3.9000000000000004,0.5
4993,0.0,0.0,0.0,16.0,6.9,FaF,0.0,0.0
4994,2.3000000000000003,5.6,0.6,13.3,0.1,FaCADF,0.0,0.0
4995,0.7,0.5,0.0,22.7,0.0,CAF,0.0,0.0
4996,0.4,13.700000000000001,0.1,28.8,0.1,FaCADFFd,3.0,0.0
4997,0.0,5.5,7.0,5.6,1.6,FaCDFFd,2.2,0.0
4998,4.1000000000000005,0.0,0.30000000000000004,19.5,0.0,ADF,0.0,0.0
4999,3.4000000000000004,1.2,4.0,5.3,4.6,FaCADFFd,3.4,0.0
5000,2.7,0.0,0.0,8.5,8.7,FaAF,0.0,0.0
5001,0.0,3.1,4.7,12.200000000000001,0.0,CDFFd,3.9,0.0
5002,3.1999999999999997,0.0,0.0,20.7,0.0,AF,0.0,0.0
5003,0.0,1.5,0.0,20.400000000000002,0.0,CF,0.0,0.0
5004,0.0,0.0,0.6,23.3,0.0,DF,0.0,0.0
5005,1.5,0.0,0.2,20.2,0.0,ADF,0.0,0.0
5006,0.0,8.3,0.0,8.5,1.1,FaCF,0.0,0.0
5007,0.9,8.6,0.0,14.6,13.5,FaCAFFd,8.5,0.0
5008,5.8,0.0,2.7,15.4,0.0,ADF,0.0,0.0
5009,2.7,0.0,2.4,16.8,0.0,ADF,0.0,0.0
5010,3.8,0.0,1.2,16.9,0.0,ADF,0.0,0.0
5011,0.7000000000000001,7.2,0.0,14.7,0.0,CAFFd,0.2,0.0
5012,0.8,4.2,8.6,4.1,4.2,FaCADF,0.0,0.0
5013,0.0,5.5,4.5,7.9,2.0,FaCDF,0.0,0.0
5014,0.0,9.4,8.3,3.9,0.0,CDFFd,0.3,0.0
5015,0.0,2.0,0.0,29.599999999999998,8.2,FaCFS,0.0,0.30000000000000004
5016,0.3,10.8,0.30000000000000004,10.2,0.3,FaCADF,0.0,0.0
5017,0.0,1.4,1.2000000000000002,21.0,0.0,CDFFd,0.3,0.0
5018,0.0,0.0,0.3,21.6,0.0,DF,0.0,0.0
5019,0.0,7.2,6.2,2.5999999999999996,0.0,CDFFd,5.9,0.0
5020,0.5,1.8,0.1,7.4,6.1000000000000005,FaCADF,0.0,0.0
5021,5.6000000000000005,2.5,1.3,5.8,2.7,FaCADF,0.0,0.0
5022,3.4,1.0,1.8,10.9,0.3,FaCADF,0.0,0.0
5023,4.0,1.5,2.4,6.3,6.4,FaCADFFd,1.3,0.0
5024,6.1,2.4000000000000004,0.0,0.8999999999999999,5.5,FaCAFFd,2.0,0.0
5025,2.9,6.5,5.1,5.6,0.7,FaCADFFd,1.1,0.0
5026,0.0,6.7,0.0,7.2,10.0,FaCF,0.0,0.0
5027,0.0,5.3,2.5,8.4,0.0,CDFFd,1.7,0.0
5028,5.6,0.0,2.0,15.2,0.0,ADF,0.0,0.0
5029,6.5,0.0,8.200000000000001,7.2,0.0,ADF,0.0,0.0
5030,4.3,4.3999999999999995,3.1,7.9,3.5,FaCADFFd,0.7,0.0
5031,0.0,13.2,0.8,7.3999999999999995,0.1,FaCDFFd,0.4,0.0
5032,0.0,1.5,0.7000000000000001,12.4,7.5,FaCDFS,0.0,0.8
5033,2.9,4.7,0.0,6.6000000000000005,1.5,FaCAFFd,0.2,0.0
5034,6.8,3.3,3.7,4.9,0.0,CADFFd,3.2,0.0
5035,5.3,0.0,4.8,13.8,0.0,ADF,0.0,0.0
5036,0.0,6.4,4.3,7.0,0.0,CDFFd,4.2,0.0
5037,0.1,3.4000000000000004,5.3,7.1000000000000005,0.3,FaCADFFd,1.7,0.0
5038,2.4,0.0,1.8,15.7,0.0,ADF,0.0,0.0
5039,1.5,0.0,0.0,14.4,0.0,AF,0.0,0.0
5040,2.0,0.0,0.0,13.9,0.0,AF,0.0,0.0
5041,0.4,8.3,0.5,8.6,0.1,FaCADF,0.0,0.0
5042,0.7,17.4,0.0,23.1,5.9,FaCAFFd,0.8999999999999999,0.0
5043,6.6000000000000005,12.3,1.0,10.8,0.0,CADFFd,1.3,0.0
5044,5.9,1.1,3.6,11.3,0.0,CADF,0.0,0.0
5045,8.2,44.7,11.9,21.7,4.8,FaCADFS,0.0,4.9
5046,6.5,0.0,0.7,15.6,0.0,ADF,0.0,0.0
5047,0.3,0.2,1.1,20.3,0.0,CADF,0.0,0.0
5048,0.4,0.0,0.4,23.1,0.0,ADF,0.0,0.0
5049,0.0,0.0,0.2,21.7,0.0,DF,0.0,0.0
5050,5.4,3.6,6.9,10.7,4.4,FaCADFSFd,0.4,0.7
5051,0.3,61.6,11.6,23.6,2.9000000000000004,FaCADFS,0.0,2.4000000000000004
5052,0.8,0.0,2.2,18.9,0.0,ADF,0.0,0.0
5053,1.1,7.1,1.9,7.2,0.6,FaCADF,0.0,0.0
5054,0.2,13.0,2.5,7.5,0.0,CADFFd,0.7,0.0
5055,1.2,3.0,0.0,12.8,0.0,CAFFd,4.9,0.0
5056,0.6,0.0,1.3,22.1,0.0,ADF,0.0,0.0
5057,0.0,2.8,2.3000000000000003,8.4,2.4,FaCDF,0.0,0.0
5058,3.6,6.1,2.4,7.9,1.2,FaCADFFd,2.7,0.0
5059,0.3,0.0,6.9,11.2,0.0,ADFFd,1.5,0.0
5060,0.4,2.3000000000000003,0.9,10.9,7.4,FaCADF,0.0,0.0
5061,4.6,0.0,3.7,15.6,0.0,ADF,0.0,0.0
5062,3.1,7.0,3.4,4.7,0.2,FaCADFFd,1.5,0.0
5063,2.8,0.0,5.0,14.1,0.0,ADF,0.0,0.0
5064,4.9,0.7,4.5,5.6000000000000005,5.6,FaCADFFd,1.6,0.0
5065,0.30000000000000004,9.5,0.5,11.6,0.0,CADF,0.0,0.0
5066,0.30000000000000004,5.5,0.0,9.2,0.0,CAFFd,0.9,0.0
5067,0.1,2.9,0.0,10.5,6.8,FaCAFS,0.0,3.5999999999999996
5068,0.0,8.6,0.7,6.9,1.2999999999999998,FaCDFFd,0.4,0.0
5069,1.5,8.6,5.6,20.3,0.1,FaCADFSFd,1.6,0.4
5070,0.0,0.0,5.1000000000000005,9.5,4.3,FaDFSFd,2.5,0.5
5071,6.3,4.8,2.4,3.7,4.2,FaCADFFd,2.5,0.0
5072,0.6,11.9,0.3,9.1,0.0,CADF,0.0,0.0
5073,0.1,13.6,0.4,5.8,0.0,CADF,0.0,0.0
5074,2.5,7.6,1.2000000000000002,9.4,0.7,FaCADFFd,0.5,0.0
5075,6.0,0.0,0.1,17.8,0.0,ADF,0.0,0.0
5076,2.0,8.8,3.2,4.5,0.7,FaCADFFd,0.7,0.0
5077,2.1,8.2,4.7,6.3,0.6,FaCADF,0.0,0.0
5078,2.6,6.6,4.0,5.0,1.9,FaCADFFd,1.8,0.0
5079,0.0,1.1,9.4,4.6,6.5,FaCDFS,0.0,0.3
5080,3.7,2.6,1.5,13.9,2.2,FaCADF,0.0,0.0
5081,0.1,11.9,0.8,8.4,0.4,FaCADFFd,0.3,0.0
5082,0.0,9.2,0.0,12.4,0.0,CFFd,2.3,0.0
5083,2.1,4.7,0.0,11.7,2.6,FaCAFFd,0.8,0.0
5084,0.2,0.2,2.8,15.9,0.0,CADFFd,0.8,0.0
5085,1.9000000000000001,2.0,1.0,19.0,0.0,CADF,0.0,0.0
5086,0.8,0.3,4.9,15.9,0.0,CADF,0.0,0.0
5087,2.6,3.6,0.0,3.4000000000000004,6.6,FaCAFFd,1.7,0.0
5088,0.6000000000000001,4.3,0.4,8.7,1.5,FaCADFFd,0.4,0.0
5089,0.6000000000000001,13.5,0.0,6.5,1.2,FaCAFFd,0.1,0.0
5090,1.4,8.299999999999999,0.0,9.2,0.0,CAFFd,1.0,0.0
5091,0.0,8.1,3.0,10.4,0.0,CDFFd,0.4,0.0
5092,1.0999999999999999,8.6,0.0,7.3,0.0,CAFFd,4.9,0.0
5093,2.3,14.6,2.3,6.6,7.1,FaCADFSFd,0.1,1.1
5094,2.0,26.2,8.7,47.0,8.8,FaCADFS,0.0,1.5
5095,2.7,5.7,0.0,10.8,0.0,CAFFd,2.7,0.0
5096,3.8,9.2,2.7,6.3,1.9,FaCADF,0.0,0.0
5097,1.3,6.3,0.6,7.6,2.3,FaCADFFd,3.8,0.0
5098,2.0,8.2,0.2,10.700000000000001,2.8,FaCADF,0.0,0.0
5099,0.7,0.0,0.5,20.7,0.0,ADF,0.0,0.0
5100,1.8000000000000003,0.0,0.1,22.0,0.0,ADF,0.0,0.0
5101,0.9,7.8,0.8,8.5,3.5,FaCADFFd,0.4,0.0
5102,0.0,8.1,6.8,6.3,0.7,FaCDF,0.0,0.0
5103,2.2,9.3,0.0,8.3,3.1,FaCAF,0.0,0.0
5104,0.2,11.0,0.0,16.5,1.4,FaCAFFd,0.9,0.0
5105,5.2,0.3,6.5,9.9,0.0,CADF,0.0,0.0
5106,4.5,9.8,0.3,7.2,0.3,FaCADFFd,1.5,0.0
5107,3.8,1.5,3.5,23.3,0.0,CADFFd,5.9,0.0
5108,0.3,11.0,13.8,6.5,6.0,FaCADFFd,0.4,0.0
5109,0.7,5.2,1.0,14.200000000000001,0.3,FaCADFFd,0.5,0.0
5110,3.0,6.9,0.8,11.8,0.9,FaCADFFd,0.5,0.0
5111,0.2,5.7,1.2,12.7,1.9,FaCADFFd,0.2,0.0
5112,0.2,10.799999999999999,2.5,9.4,0.0,CADF,0.0,0.0
5113,0.0,5.4,5.8,4.9,3.4000000000000004,FaCDFFd,2.4,0.0
5114,0.0,0.0,6.1,18.6,0.0,DFFd,1.4,0.0
5115,0.2,30.1,0.0,25.8,9.9,FaCAFSFd,1.3,2.0
5116,0.0,0.0,0.9,11.4,0.0,DFFd,4.6,0.0
5117,0.0,7.9,0.0,10.0,0.0,CFSFd,5.2,0.8
5118,0.0,6.2,0.0,5.6,8.2,FaCFS,0.0,1.9000000000000001
5119,1.7,0.0,0.1,20.1,0.0,ADF,0.0,0.0
5120,0.2,0.0,0.4,21.3,0.0,ADF,0.0,0.0
5121,0.6,0.0,0.0,21.3,0.0,AF,0.0,0.0
5122,3.1,1.4,1.9,4.2,6.0,FaCADFS,0.0,1.3
5123,1.4,8.3,0.0,7.5,0.6,FaCAFFd,0.1,0.0
5124,0.0,8.0,0.7,11.5,0.0,CDFFd,5.9,0.0
5125,2.5,1.2999999999999998,0.4,17.7,0.0,CADF,0.0,0.0
5126,6.0,9.0,0.7,4.0,0.0,CADFFd,2.2,0.0
5127,1.0,10.6,0.8,6.9,0.2,FaCADFFd,2.4,0.0
5128,1.2,0.6,0.0,12.2,6.7,FaCAFS,0.0,1.2
5129,0.8,0.0,0.0,23.1,0.0,AF,0.0,0.0
5130,0.0,0.0,0.1,21.8,0.0,DF,0.0,0.0
5131,0.30000000000000004,16.1,0.8,23.3,6.1,FaCADFFd,1.5,0.0
5132,2.2,7.6000000000000005,0.4,10.4,0.0,CADFFd,7.5,0.0
5133,1.7,2.5,1.6,7.1,7.8999999999999995,FaCADFS,0.0,1.1
5134,0.0,0.0,0.8,20.7,0.0,DFFd,0.4,0.0
5135,3.9,8.5,0.5,7.4,0.0,CADFFd,1.6,0.0
5136,4.3,9.6,0.7,8.0,0.0,CADFFd,1.3,0.0
5137,0.0,1.4,0.8999999999999999,8.8,0.0,CDFFd,4.8,0.0
5138,2.5,5.7,0.0,7.4,0.0,CAFFd,4.3,0.0
5139,0.2,2.1,0.0,4.8,10.5,FaCAFS,0.0,0.3
5140,5.8,0.9,3.5,33.9,0.6000000000000001,FaCADFFd,1.3,0.0
5141,2.5,0.0,6.8,12.6,0.0,ADF,0.0,0.0
5142,1.2,0.0,4.1,16.6,0.0,ADF,0.0,0.0
5143,3.6,0.5,2.1,9.1,6.6,FaCADF,0.0,0.0
5144,4.6,0.0,4.2,14.1,0.0,ADF,0.0,0.0
5145,0.0,6.4,4.1000000000000005,6.1000000000000005,1.3,FaCDF,0.0,0.0
5146,0.0,4.2,3.3,9.7,0.0,CDFFd,0.7,0.0
5147,0.0,1.9,0.0,10.7,10.1,FaCFS,0.0,0.2
5148,0.1,11.1,0.0,10.4,0.0,CAFFd,0.3,0.0
5149,0.1,0.0,0.8,23.0,0.0,ADF,0.0,0.0
5150,0.0,2.0999999999999996,4.5,10.3,0.0,CDFSFd,4.7,0.3
5151,0.0,5.4,0.2,28.4,10.1,FaCDFS,0.0,4.0
5152,2.9000000000000004,0.0,4.2,12.8,0.0,ADF,0.0,0.0
5153,0.3,7.0,2.6,10.5,1.5,FaCADF,0.0,0.0
5154,5.0,0.0,0.7,16.2,0.0,ADF,0.0,0.0
5155,11.7,0.7,18.7,38.0,1.1,FaCADFFd,0.3,0.0
5156,0.0,2.1,9.5,6.2,0.0,CDFSFd,5.2,0.9
5157,0.0,0.0,0.0,12.8,9.0,FaFS,0.0,0.1
5158,0.0,6.1,0.1,10.8,0.5,FaCDFFd,0.4,0.0
5159,0.0,1.6,4.1,10.0,0.0,CDFFd,0.2,0.0
5160,1.4000000000000001,0.0,4.0,16.5,0.0,ADF,0.0,0.0
5161,4.2,0.0,2.9,14.8,0.0,ADF,0.0,0.0
5162,3.6,6.300000000000001,0.1,2.9999999999999996,5.9,FaCADFFd,1.0,0.0
5163,0.7,5.5,2.9,10.9,0.0,CADFFd,1.9,0.0
5164,0.8,0.0,1.0,22.1,0.0,ADF,0.0,0.0
5165,0.1,0.0,5.7,16.1,0.0,ADF,0.0,0.0
