case_id,A,D,F,Fa,regime_comb,C,Fd,S
7872,0.0,3.6,7.7,0.0,CDFFd,3.0,3.6,0.0
7873,0.0,3.2,9.1,0.0,DFFd,0.0,5.6,0.0
7874,0.0,4.5,7.5,0.0,CDFSFd,0.5,4.8,0.6
7875,8.1,1.5,8.3,0.0,ADF,0.0,0.0,0.0
7876,4.9,6.7,6.0,0.0,ADFFd,0.0,0.3,0.0
7877,3.1,7.5,3.2,0.0,CADFFd,5.7,2.4,0.0
7878,4.4,4.8,4.5,0.4,FaCADFFd,3.3,4.5,0.0
7879,0.2,0.1,17.3,0.0,CADF,4.3,0.0,0.0
7880,0.8,0.0,19.1,0.0,AF,0.0,0.0,0.0
7881,5.0,3.3,11.6,0.0,ADF,0.0,0.0,0.0
7882,1.5,6.8,12.3,0.0,CADFFd,0.3,1.0,0.0
7883,1.1,0.0,16.1,4.4,FaCAFFd,1.9000000000000001,0.4,0.0
7884,0.3,1.5999999999999999,8.4,0.0,CADFSFd,2.9,6.300000000000001,2.4000000000000004
7885,3.8000000000000003,4.8,7.3,0.0,ADF,0.0,0.0,0.0
7886,0.0,3.1,2.5,8.1,FaCDF,2.2,0.0,0.0
7887,2.1,0.1,6.5,4.6,FaCADFFd,2.1,0.5,0.0
7888,3.2,0.0,9.7,7.9,FaCAF,1.1,0.0,0.0
7889,1.1,0.2,11.0,0.3,FaCADF,5.3,0.0,0.0
7890,0.0,3.3,5.6,0.2,FaCDFFd,1.8,5.0,0.0
7891,4.2,0.0,3.5,6.0,FaCAF,3.0999999999999996,0.0,0.0
7892,1.4,1.6,11.1,6.0,FaCADF,2.7,0.0,0.0
7893,8.0,0.0,3.1,5.4,FaAFS,0.0,0.0,1.4
7894,0.7000000000000001,0.1,8.4,1.0,FaCADFFd,6.9,0.8,0.0
7895,1.2999999999999998,0.0,11.4,0.2,FaCAFFd,6.8,2.2,0.0
7896,10.6,0.0,5.8,1.5,FaAF,0.0,0.0,0.0
7897,0.2,0.0,16.7,0.0,CAF,1.0,0.0,0.0
7898,6.0,0.0,9.9,0.0,AF,0.0,0.0,0.0
7899,8.2,0.8,7.0,2.3000000000000003,FaCADFFd,3.5,2.1,0.0
7900,7.5,0.0,14.4,0.0,AF,0.0,0.0,0.0
7901,1.7000000000000002,0.7,19.5,0.0,ADF,0.0,0.0,0.0
7902,0.7,2.1,19.1,0.0,ADF,0.0,0.0,0.0
7903,0.4,0.6000000000000001,20.9,0.0,ADF,0.0,0.0,0.0
7904,0.0,0.0,12.9,0.1,FaCFFd,8.0,0.8999999999999999,0.0
7905,0.8,3.8000000000000003,18.3,0.0,ADF,0.0,0.0,0.0
7906,4.5,5.5,7.8999999999999995,0.0,ADF,0.0,0.0,0.0
7907,0.0,0.0,9.299999999999999,6.6,FaF,0.0,0.0,0.0
7908,0.1,0.0,16.6,0.0,CAF,1.2,0.0,0.0
7909,6.1,0.0,6.3,4.3,FaCAFS,3.6,0.0,1.6
7910,0.0,5.6,0.0,4.5,FaCDS,9.399999999999999,0.0,0.4
7911,2.2,0.0,3.1,2.9,FaCAFS,11.1,0.0,2.5999999999999996
7912,5.1,0.0,2.2,3.8,FaCAFS,7.999999999999999,0.0,2.8
7913,5.3,0.4,0.0,2.6,FaCADS,10.1,0.0,3.5
7914,3.3000000000000003,0.0,3.5999999999999996,3.9000000000000004,FaCAFS,9.9,0.0,1.2
7915,9.1,0.0,0.0,1.6,FaCA,4.2,0.0,0.0
7916,4.2,0.0,7.1,7.0,FaCAF,0.6,0.0,0.0
7917,1.4,3.0,17.5,0.0,ADF,0.0,0.0,0.0
7918,0.0,0.0,11.4,0.0,CFFd,8.0,0.5,0.0
7919,0.3,0.30000000000000004,15.3,0.0,ADF,0.0,0.0,0.0
7920,1.3,0.0,18.6,0.0,AF,0.0,0.0,0.0
7921,0.3,4.3,11.9,0.0,CADFFd,0.5,2.9,0.0
7922,0.0,2.2,1.3,4.2,FaCDFSFd,11.899999999999999,0.1,0.2
7923,1.5,4.9,2.3,0.0,CADFFd,10.200000000000001,1.0,0.0
7924,0.0,6.0,5.1,3.9,FaCDF,1.9,0.0,0.0
7925,4.4,0.0,6.5,0.7,FaCAF,6.3,0.0,0.0
7926,1.4000000000000001,0.7,7.6,4.3,FaCADF,3.9,0.0,0.0
7927,0.0,2.1,13.8,0.0,DF,0.0,0.0,0.0
7928,0.4,4.4,9.9,0.2,FaCADFFd,2.6,2.4,0.0
7929,1.0,0.4,6.3,0.0,CADFFd,4.7,5.5,0.0
7930,0.0,8.4,3.3000000000000003,0.0,CDFFd,8.8,3.4,0.0
7931,7.8,0.0,3.2,4.9,FaAF,0.0,0.0,0.0
7932,6.6,0.0,5.2,4.4,FaCAF,1.7,0.0,0.0
7933,9.8,0.1,4.5,5.2,FaCADF,2.3000000000000003,0.0,0.0
7934,8.9,0.0,2.2,1.3,FaCAF,7.5,0.0,0.0
7935,11.200000000000001,0.2,12.5,0.0,ADF,0.0,0.0,0.0
7936,0.0,0.8,7.1,0.0,CDFFd,7.800000000000001,0.2,0.0
7937,1.3,4.0,5.1000000000000005,6.8,FaCADF,4.7,0.0,0.0
7938,4.4,3.2,2.0,3.0,FaCADFFd,0.2,3.1,0.0
7939,11.2,0.0,4.7,0.0,AF,0.0,0.0,0.0
7940,10.7,0.0,0.0,4.0,FaCAFd,1.8,1.4,0.0
7941,12.4,0.0,0.8999999999999999,2.0,FaCAF,6.6,0.0,0.0
7942,0.30000000000000004,0.0,14.1,0.0,AF,0.0,0.0,0.0
7943,0.9,0.7,16.3,0.0,ADF,0.0,0.0,0.0
7944,8.4,6.3999999999999995,7.1000000000000005,0.0,ADF,0.0,0.0,0.0
7945,5.1,6.9,1.5999999999999999,5.7,FaCADFFd,1.5,1.1,0.0
7946,3.6,0.30000000000000004,14.0,0.0,ADF,0.0,0.0,0.0
7947,1.7,0.0,14.2,0.0,AF,0.0,0.0,0.0
7948,0.1,0.6000000000000001,16.6,0.0,CADF,0.6,0.0,0.0
7949,1.8,0.6000000000000001,12.6,0.0,CADF,0.9,0.0,0.0
7950,1.2999999999999998,9.6,6.3,0.0,ADFFd,0.0,0.7,0.0
7951,0.0,4.3,12.8,0.0,DFFd,0.0,0.8,0.0
7952,0.0,6.5,9.9,0.0,CDFFd,0.3,1.2,0.0
7953,1.6,0.0,4.0,3.1,FaCAFS,12.4,0.0,0.8
7954,1.0,0.0,4.800000000000001,3.3,FaCAFS,12.9,0.0,1.9000000000000001
7955,1.5,0.0,6.2,3.7,FaCAFS,11.4,0.0,1.1
7956,1.6,0.4,8.4,5.7,FaCADFSFd,2.9000000000000004,0.3,4.6
7957,5.5,1.7,15.9,0.0,ADFS,0.0,0.0,0.8
7958,6.6,0.0,8.700000000000001,0.6,FaAF,0.0,0.0,0.0
7959,4.2,0.0,13.700000000000001,0.0,AF,0.0,0.0,0.0
7960,2.6,0.0,18.9,0.2,FaCAF,0.2,0.0,0.0
7961,7.3999999999999995,0.0,14.5,0.0,AF,0.0,0.0,0.0
7962,1.4,0.4,18.1,0.0,ADF,0.0,0.0,0.0
7963,1.5,0.4,20.0,0.0,ADF,0.0,0.0,0.0
7964,3.9,0.1,9.7,0.4,FaCADFFd,1.7000000000000002,6.1,0.0
7965,3.6,2.9,1.2000000000000002,4.0,FaCADFS,6.6,0.0,0.5
7966,1.6,3.5,7.7,2.2,FaCADF,7.8,0.0,0.0
7967,9.0,4.9,8.6,0.3,FaADF,0.0,0.0,0.0
7968,0.0,0.0,7.2,11.5,FaCFSFd,2.1,0.1,1.9
7969,2.6,0.0,13.3,0.0,AF,0.0,0.0,0.0
7970,0.2,0.0,12.3,4.3,FaCAFS,2.0,0.0,3.0999999999999996
7971,0.0,0.0,13.9,6.6000000000000005,FaCF,1.4000000000000001,0.0,0.0
7972,1.5,0.0,8.8,6.8,FaCAF,4.8,0.0,0.0
7973,0.0,0.0,12.4,7.1,FaCF,2.4,0.0,0.0
7974,0.0,0.0,12.7,4.5,FaCF,4.7,0.0,0.0
7975,0.0,0.0,14.099999999999998,4.2,FaCF,3.6,0.0,0.0
7976,2.5,4.0,11.4,0.0,ADF,0.0,0.0,0.0
7977,0.6,5.1,5.7,0.5,FaCADFFd,2.3,1.7,0.0
7978,3.8,1.2999999999999998,18.8,0.0,ADF,0.0,0.0,0.0
7979,0.0,1.9,16.0,0.0,DF,0.0,0.0,0.0
7980,0.9,1.2000000000000002,21.8,0.0,ADF,0.0,0.0,0.0
7981,0.5,0.30000000000000004,7.7,4.5,FaCADFSFd,14.3,0.30000000000000004,6.5
7982,0.0,0.0,20.7,5.2,FaCFS,10.3,0.0,3.9
7983,0.0,6.3,2.1,0.0,CDFFd,7.2,2.3,0.0
7984,2.2,3.5,4.2,0.0,CADFS,9.200000000000001,0.0,0.8
7985,0.0,5.9,1.0,7.0,FaCDFS,6.6,0.0,1.4000000000000001
7986,6.0,5.2,0.6000000000000001,4.1,FaCADF,6.0,0.0,0.0
7987,4.3,0.0,6.0,6.3,FaCAFS,4.7,0.0,0.6
7988,0.0,3.5,0.0,6.3,FaCDFd,3.3,2.8,0.0
7989,3.0,0.0,18.9,0.0,AF,0.0,0.0,0.0
7990,1.7,0.0,19.6,0.0,CAF,0.6,0.0,0.0
7991,1.6,0.9,15.4,0.0,ADF,0.0,0.0,0.0
7992,1.7,0.6000000000000001,20.1,0.2,FaCADF,1.3,0.0,0.0
7993,0.30000000000000004,0.6,15.0,0.0,ADF,0.0,0.0,0.0
7994,3.2,0.0,6.6000000000000005,0.1,FaCAF,9.9,0.0,0.0
7995,0.0,3.2,12.6,0.0,CDFSFd,3.3,3.6,1.2
7996,0.1,0.0,26.0,8.5,FaCAFS,10.0,0.0,3.5
7997,4.4,0.0,10.8,6.1,FaCAF,0.6,0.0,0.0
7998,5.5,0.0,8.1,7.0,FaCAF,1.3,0.0,0.0
7999,6.3,0.4,9.1,6.1,FaADF,0.0,0.0,0.0
8000,8.5,0.0,7.8,5.3,FaCAF,0.3,0.0,0.0
8001,1.2,2.0,16.7,0.0,ADF,0.0,0.0,0.0
8002,0.5,0.1,10.4,2.3,FaCADF,6.6,0.0,0.0
8003,0.0,4.9,1.3,7.5,FaCDFFd,4.6,1.6,0.0
8004,0.0,1.0999999999999999,14.8,0.0,DF,0.0,0.0,0.0
8005,0.4,0.4,15.1,0.0,ADF,0.0,0.0,0.0
8006,8.700000000000001,0.0,7.2,0.0,AF,0.0,0.0,0.0
8007,8.3,0.0,0.4,3.0,FaCAF,6.2,0.0,0.0
8008,0.8999999999999999,0.0,7.6,4.9,FaCAF,4.5,0.0,0.0
8009,3.0,2.4,6.3,7.2,FaCADF,1.0,0.0,0.0
8010,5.4,0.0,8.2,5.9,FaCAFS,2.4000000000000004,0.0,2.0
8011,1.0,4.8,12.1,0.0,ADF,0.0,0.0,0.0
8012,1.5,1.0,13.4,0.0,ADF,0.0,0.0,0.0
8013,0.9,0.1,14.9,0.0,ADF,0.0,0.0,0.0
8014,2.5,8.9,2.2,0.0,ADFFd,0.0,2.3,0.0
8015,0.0,3.3,10.8,0.0,CDFSFd,0.3,6.4,1.1
8016,0.0,4.7,7.8,0.0,CDFFd,2.0,3.4,0.0
8017,0.1,0.1,5.5,3.3,FaCADFSFd,6.7,1.7,0.5
8018,0.0,5.1,0.8,3.3,FaCDFSFd,11.9,0.1,0.7
8019,2.5,0.0,6.300000000000001,7.5,FaCAF,5.6,0.0,0.0
8020,1.5,0.6000000000000001,7.4,0.0,CADF,6.4,0.0,0.0
8021,0.1,0.0,8.8,10.0,FaCAFS,3.8,0.0,1.2
8022,3.5,0.0,7.5,3.4,FaCAF,9.5,0.0,0.0
8023,0.0,0.8,6.9,3.4,FaCDFSFd,2.0,0.2,2.6
8024,1.7000000000000002,2.5,9.2,2.4,FaCADFFd,1.6,0.5,0.0
8025,0.7,0.2,15.0,0.0,ADF,0.0,0.0,0.0
8026,1.1,0.4,14.4,0.0,ADF,0.0,0.0,0.0
8027,0.3,0.3,21.3,0.0,ADF,0.0,0.0,0.0
8028,0.2,1.1,16.6,0.0,ADF,0.0,0.0,0.0
8029,4.0,0.0,7.5,0.2,FaCAFFd,10.0,0.2,0.0
8030,0.5,2.4,18.0,0.0,ADF,0.0,0.0,0.0
8031,6.3,0.0,3.5,3.4,FaCAF,7.6,0.0,0.0
8032,2.2,0.0,4.9,6.4,FaCAF,1.3,0.0,0.0
8033,4.2,0.0,4.6,7.7,FaCAFS,1.4,0.0,0.9
8034,8.1,0.0,6.6,4.2,FaCAFS,2.6,0.0,1.2999999999999998
8035,0.1,1.2000000000000002,14.6,0.0,ADF,0.0,0.0,0.0
8036,0.6000000000000001,0.4,7.5,0.0,CADF,9.4,0.0,0.0
8037,0.0,0.9,14.0,0.0,CDF,1.0,0.0,0.0
8038,0.0,4.5,8.5,0.0,DFFd,0.0,6.9,0.0
8039,5.7,0.0,9.8,3.8000000000000003,FaCAF,4.6,0.0,0.0
8040,7.8,0.0,16.1,0.0,AF,0.0,0.0,0.0
8041,4.8,0.30000000000000004,11.2,3.8,FaCADF,1.8,0.0,0.0
8042,0.5,0.0,11.299999999999999,0.0,CAF,10.1,0.0,0.0
8043,2.0,1.0,18.9,0.0,ADF,0.0,0.0,0.0
8044,0.9,0.4,10.0,0.0,CADF,4.6,0.0,0.0
8045,0.0,3.0,18.9,0.0,DF,0.0,0.0,0.0
8046,0.0,1.0,19.8,0.0,CDFFd,0.8999999999999999,0.2,0.0
8047,0.0,2.8,5.6,0.0,CDFFd,6.4,1.1,0.0
8048,0.6,1.2000000000000002,7.0,1.8,FaCADFFd,3.0,2.3,0.0
8049,0.5,4.5,10.6,0.0,ADFFd,0.0,0.3,0.0
8050,1.8,2.1,6.7,3.9,FaCADFFd,4.8,0.6,0.0
8051,0.9,0.4,7.4,0.7,FaCADFFd,5.8,0.7,0.0
8052,3.0,0.30000000000000004,18.6,0.0,ADF,0.0,0.0,0.0
8053,0.0,0.0,6.7,4.6,FaCFS,2.8,0.0,1.8
8054,1.4,1.6,14.8,0.0,ADF,0.0,0.0,0.0
8055,3.9,0.0,7.1000000000000005,3.8,FaCAFS,6.2,0.0,0.9
8056,2.6999999999999997,0.0,6.9,5.8,FaCAFSFd,4.9,0.2,1.4000000000000001
8057,0.0,0.0,9.700000000000001,8.4,FaCFS,2.5,0.0,1.3
8058,3.8,0.0,4.7,7.4,FaCAF,4.0,0.0,0.0
8059,0.2,0.5,3.5,4.5,FaCADFFd,2.4,4.8,0.0
8060,0.0,0.0,3.5,4.9,FaCFS,8.6,0.0,0.9
8061,0.0,0.0,6.9,6.5,FaCFS,2.7,0.0,1.7999999999999998
8062,1.1,0.0,6.7,3.8,FaCAFSFd,7.3,0.5,0.5
8063,3.7,0.0,4.8,3.7,FaCAFS,9.6,0.0,0.1
8064,0.0,0.0,10.9,8.4,FaCF,2.6,0.0,0.0
8065,0.0,0.0,11.1,9.6,FaCFS,0.5,0.0,0.7
8066,0.0,0.0,10.5,9.1,FaCF,2.3,0.0,0.0
8067,0.8,0.0,17.1,0.0,AF,0.0,0.0,0.0
8068,0.0,0.3,16.2,0.0,CDF,0.4,0.0,0.0
8069,4.8,1.7,16.3,0.0,ADF,0.0,0.0,0.0
8070,0.0,9.8,0.8,0.0,CDF,11.3,0.0,0.0
8071,0.0,7.3,4.4,0.0,CDFS,8.3,0.0,1.9
8072,1.6,0.0,8.600000000000001,4.9,FaCAF,0.8,0.0,0.0
8073,2.9,0.0,3.4,4.4,FaCAF,5.2,0.0,0.0
8074,0.30000000000000004,0.0,4.3,3.8,FaCAFS,7.4,0.0,0.1
8075,2.9,0.0,2.4,3.4,FaCAFS,5.5,0.0,1.7000000000000002
8076,1.1,0.0,20.8,0.0,AF,0.0,0.0,0.0
8077,0.0,2.6,8.5,0.0,CDFFd,5.0,1.8,0.0
8078,1.7,1.5,8.1,1.7000000000000002,FaCADFFd,6.1,3.7,0.0
8079,0.4,5.9,6.8,0.0,CADF,3.8,0.0,0.0
8080,3.9,6.4,4.8,0.0,ADFS,0.0,0.0,0.8
8081,1.4,0.30000000000000004,8.3,6.2,FaCADF,1.7,0.0,0.0
8082,3.1,0.4,11.7,7.5,FaCADF,1.2,0.0,0.0
8083,0.0,0.0,11.8,11.4,FaCF,0.7,0.0,0.0
8084,6.0,0.0,7.3,4.2,FaCAF,6.4,0.0,0.0
8085,0.1,0.5,13.8,0.0,CADF,7.5,0.0,0.0
8086,0.0,0.0,12.5,0.2,FaCFFd,9.0,0.2,0.0
8087,2.3,2.0,8.3,0.2,FaCADFFd,4.3999999999999995,0.7,0.0
8088,0.9,4.2,7.1,1.2000000000000002,FaCADFFd,6.800000000000001,1.7000000000000002,0.0
8089,0.4,0.1,10.6,0.0,CADFFd,5.7,1.1,0.0
8090,0.7000000000000001,0.0,16.1,0.0,AF,0.0,0.0,0.0
8091,2.3000000000000003,1.8,18.6,0.0,ADF,0.0,0.0,0.0
8092,0.7000000000000001,0.0,10.2,0.0,CAFFd,11.5,0.4,0.0
8093,1.7,3.6,15.8,0.0,ADFFd,0.0,0.8,0.0
8094,0.5,1.9,18.2,0.0,ADFFd,0.0,1.3,0.0
8095,0.0,3.8,9.9,0.0,CDFFd,7.6000000000000005,0.6,0.0
8096,0.0,0.0,13.4,6.7,FaCFSFd,0.6,0.30000000000000004,0.9
8097,0.0,0.0,6.5,6.0,FaCFS,1.6,0.0,0.7
8098,3.4,0.5,6.4,4.6,FaCADF,1.0,0.0,0.0
8099,1.1,0.0,10.7,6.0,FaCAF,4.1,0.0,0.0
8100,2.8,0.0,9.7,5.0,FaCAF,4.4,0.0,0.0
8101,2.8,3.6,3.9,4.1,FaCADFFd,1.2,0.3,0.0
8102,3.7,3.5,7.6,0.0,CADFFd,0.9,0.2,0.0
8103,3.6,0.6,2.9,3.0,FaCADFS,10.5,0.0,2.2
8104,1.5,3.3,2.0,3.6,FaCADFSFd,9.3,1.6,0.6
8105,6.5,1.5,12.3,0.0,CADF,1.6,0.0,0.0
8106,4.2,1.2,7.2,0.0,CADF,5.3,0.0,0.0
8107,0.0,7.9,14.0,0.0,DF,0.0,0.0,0.0
8108,0.0,1.0,8.6,6.9,FaCDFFd,3.3000000000000003,0.1,0.0
8109,3.6,0.1,6.7,7.3,FaCADF,6.199999999999999,0.0,0.0
8110,5.3,0.0,4.5,4.3,FaCAF,1.8,0.0,0.0
8111,3.9,1.0,7.1000000000000005,7.1,FaCADF,2.8,0.0,0.0
8112,6.8,0.0,9.3,4.0,FaCAF,1.8,0.0,0.0
8113,4.7,3.2,0.8999999999999999,2.5,FaCADFFd,3.8,0.8,0.0
8114,7.2,1.4000000000000001,6.300000000000001,1.7999999999999998,FaCADFFd,4.6,2.6,0.0
8115,0.0,7.1000000000000005,6.1,0.0,CDFSFd,1.5,6.7,0.5
8116,0.0,6.4,6.9,0.0,CDFFd,4.4,4.2,0.0
8117,4.4,0.0,6.5,4.2,FaCAF,0.8,0.0,0.0
8118,10.5,0.4,4.699999999999999,0.3,FaADF,0.0,0.0,0.0
8119,9.1,0.0,4.4,3.1,FaCAF,1.3,0.0,0.0
8120,10.7,0.0,7.9,1.3,FaAF,0.0,0.0,0.0
8121,3.7,1.0,11.2,0.0,ADF,0.0,0.0,0.0
8122,1.5,1.0,15.4,0.0,ADF,0.0,0.0,0.0
8123,0.0,7.0,3.7,1.0,FaCDFFd,1.8,4.4,0.0
8124,0.0,5.6,6.0,0.0,CDFSFd,7.8,1.3,1.2
8125,6.9,0.0,7.7,2.2,FaCAF,7.1000000000000005,0.0,0.0
8126,7.9,0.0,15.3,0.0,CAF,0.7,0.0,0.0
8127,10.1,0.0,2.9000000000000004,0.1,FaCAF,10.8,0.0,0.0
8128,9.7,0.8999999999999999,11.5,1.8,FaADF,0.0,0.0,0.0
8129,0.0,0.0,8.9,0.2,FaCF,8.8,0.0,0.0
8130,1.9,2.5,8.5,0.0,CADF,9.0,0.0,0.0
8131,1.4000000000000001,1.0,5.2,0.6,FaCADFFd,10.8,0.9,0.0
8132,1.4000000000000001,0.0,15.5,0.0,AF,0.0,0.0,0.0
8133,1.3,0.0,18.6,0.0,AF,0.0,0.0,0.0
8134,0.0,4.0,15.9,0.0,DF,0.0,0.0,0.0
8135,0.6000000000000001,2.2,0.5,1.3,FaCADFFd,5.3,6.0,0.0
8136,0.0,9.8,0.30000000000000004,0.0,CDFFd,9.2,2.6,0.0
8137,0.0,0.0,10.3,5.6000000000000005,FaCFS,5.4,0.0,1.5
8138,2.1,0.0,9.9,5.5,FaCAFS,4.6,0.0,0.7
8139,4.7,0.0,15.0,2.8,FaCAFS,0.1,0.0,0.2
8140,1.2,0.0,6.8,2.0999999999999996,FaCAF,5.8,0.0,0.0
8141,0.0,0.2,10.8,0.0,CDFSFd,1.5,11.0,0.4
8142,0.0,0.0,9.3,11.2,FaCF,1.3,0.0,0.0
8143,0.1,0.1,14.9,6.7,FaCADFFd,1.9,0.2,0.0
8144,0.0,2.8,13.1,0.0,DF,0.0,0.0,0.0
8145,0.6000000000000001,0.0,21.3,0.0,AF,0.0,0.0,0.0
8146,0.8,0.0,5.0,2.8,FaCAFS,12.0,0.0,1.3
8147,0.0,0.0,12.5,3.5,FaCFS,5.4,0.0,0.5
8148,4.9,8.4,5.8,0.0,ADFS,0.0,0.0,0.8
8149,0.0,1.4,2.7,5.1,FaCDFS,11.3,0.0,1.4
8150,1.0,5.9,14.9,0.0,ADFFd,0.0,2.1,0.0
8151,0.0,1.6,7.8,0.0,CDFSFd,1.5999999999999999,9.200000000000001,1.7
8152,0.0,0.0,14.7,5.4,FaCF,1.8,0.0,0.0
8153,2.8,0.0,9.3,1.3,FaCAFS,7.4,0.0,1.1
8154,2.7,0.0,5.8,4.1,FaCAFSFd,8.9,0.1,0.3
8155,0.0,0.0,13.9,5.6,FaCFFd,2.1,0.30000000000000004,0.0
8156,5.1,0.0,7.1,4.5,FaCAF,5.2,0.0,0.0
8157,5.7,4.1,8.4,0.6,FaADFS,0.0,0.0,1.1
8158,3.0,0.4,12.5,0.0,ADF,0.0,0.0,0.0
8159,1.7,0.7,12.6,0.5,FaCADF,0.4,0.0,0.0
8160,3.3,0.1,14.5,0.0,ADF,0.0,0.0,0.0
8161,5.7,0.0,16.2,0.0,AF,0.0,0.0,0.0
8162,0.3,7.8999999999999995,4.1,0.0,CADFFd,4.5,1.1,0.0
8163,0.0,0.0,8.7,8.4,FaCF,6.8,0.0,0.0
8164,4.4,0.0,7.7,4.4,FaCAF,7.3999999999999995,0.0,0.0
8165,0.0,0.0,9.6,7.1000000000000005,FaCFS,5.5,0.0,1.7
8166,3.9,0.2,18.7,0.5,FaCADFS,0.2,0.0,0.4
8167,0.0,0.0,9.1,6.7,FaCFS,5.8,0.0,2.3
8168,2.9,4.2,6.2,2.8,FaCADF,5.8,0.0,0.0
8169,0.9,1.1,15.9,0.0,ADF,0.0,0.0,0.0
8170,0.2,0.4,10.9,0.0,CADFFd,5.9,0.5,0.0
8171,1.3,1.7999999999999998,12.8,0.0,ADF,0.0,0.0,0.0
8172,0.0,8.9,2.3,0.0,CDFSFd,7.8,2.0,0.9
8173,0.0,6.9,3.8,0.0,CDFFd,5.8,1.4000000000000001,0.0
8174,0.0,6.7,4.4,0.0,CDFFd,4.8,2.0,0.0
8175,0.5,0.0,14.9,4.5,FaCAFS,1.3,0.0,2.7
8176,3.6999999999999997,3.3,10.9,0.0,ADF,0.0,0.0,0.0
8177,1.6,0.0,2.1,13.1,FaCAF,1.1,0.0,0.0
8178,2.4,6.1000000000000005,13.4,0.0,ADF,0.0,0.0,0.0
8179,0.0,10.3,0.4,0.8,FaCDFFd,8.0,2.4,0.0
8180,0.0,10.2,0.8,1.5,FaCDFSFd,7.800000000000001,1.2,0.4
8181,2.4,2.5,4.8,1.0,FaCADF,5.2,0.0,0.0
8182,5.8,0.0,11.4,0.7,FaAF,0.0,0.0,0.0
8183,6.9,0.0,9.0,0.0,AF,0.0,0.0,0.0
8184,0.7,0.7,2.3,8.0,FaCADFS,6.0,0.0,0.2
8185,9.4,0.0,0.4,0.3,FaCAF,5.8,0.0,0.0
8186,0.2,0.3,15.4,0.0,ADF,0.0,0.0,0.0
8187,0.0,8.3,0.0,0.4,FaCDSFd,2.3,1.2,3.7
8188,0.0,0.0,13.3,4.8,FaCFS,3.8,0.0,2.0
8189,6.0,5.1,0.30000000000000004,1.4,FaCADFFd,7.8,1.2999999999999998,0.0
8190,0.0,0.0,6.3,7.2,FaCFS,8.1,0.0,0.3
8191,0.0,0.0,5.8,4.1000000000000005,FaCFS,8.6,0.0,1.4
8192,0.9,2.4000000000000004,16.400000000000002,0.0,CADFFd,1.4,0.8,0.0
8193,3.9000000000000004,9.0,9.0,0.0,ADF,0.0,0.0,0.0
8194,0.0,8.6,1.4,0.8999999999999999,FaCDFSFd,3.2,0.8,1.0
8195,0.0,7.1000000000000005,4.2,5.6,FaCDFFd,3.4,1.6,0.0
8196,5.8,1.8,10.2,1.1,FaADF,0.0,0.0,0.0
8197,6.0,0.0,12.4,0.5,FaAF,0.0,0.0,0.0
8198,6.8,0.0,11.1,0.0,AF,0.0,0.0,0.0
8199,3.8,1.1,11.0,0.0,ADF,0.0,0.0,0.0
8200,3.1,2.6,10.2,0.0,ADF,0.0,0.0,0.0
8201,2.6,2.2,13.1,0.0,ADF,0.0,0.0,0.0
8202,2.3000000000000003,0.0,13.2,0.0,CAF,0.4,0.0,0.0
8203,2.1,0.3,11.7,4.7,FaCADFFd,2.9000000000000004,0.2,0.0
8204,0.2,2.2,21.5,0.0,ADF,0.0,0.0,0.0
8205,0.0,9.7,0.2,0.30000000000000004,FaCDFFd,7.5,0.2,0.0
8206,4.1,0.0,10.8,6.8,FaCAF,0.2,0.0,0.0
8207,9.8,0.0,10.3,1.8,FaAF,0.0,0.0,0.0
8208,0.0,0.0,7.0,4.9,FaCF,10.0,0.0,0.0
8209,0.8,2.2,3.1,3.5,FaCADFSFd,10.9,0.8,0.6000000000000001
8210,0.0,5.0,1.3,6.6,FaCDFS,4.9,0.0,2.1
8211,5.3,0.0,6.9,3.9,FaCAFS,4.6000000000000005,0.0,1.2
8212,8.5,0.0,2.0,2.9000000000000004,FaCAFS,8.4,0.0,0.1
8213,0.0,8.5,0.5,8.7,FaCDFFd,1.2,1.0,0.0
8214,0.7000000000000001,0.7,16.8,1.5,FaCADF,0.2,0.0,0.0
8215,2.3,0.1,21.5,0.0,ADF,0.0,0.0,0.0
8216,3.8,0.0,3.8000000000000003,3.7,FaCAFFd,6.3,1.3,0.0
8217,0.0,2.3,10.7,0.0,CDFSFd,1.8,5.2,1.9000000000000001
8218,6.9,0.0,2.9000000000000004,5.4,FaCAFS,3.5999999999999996,0.0,1.1
8219,0.0,0.0,9.4,7.0,FaCFFd,6.0,1.5,0.0
8220,1.0,2.9,8.7,5.3,FaCADFS,4.9,0.0,1.1
8221,0.0,0.0,9.200000000000001,9.1,FaCF,5.6000000000000005,0.0,0.0
8222,7.6,0.0,8.299999999999999,5.5,FaCAF,2.5,0.0,0.0
8223,5.8,1.8,14.7,0.6,FaADF,0.0,0.0,0.0
8224,7.3,1.9000000000000001,6.7,1.2,FaCADF,4.800000000000001,0.0,0.0
8225,0.0,3.0,6.1,0.0,CDFFd,6.5,0.3,0.0
8226,1.0,4.5,11.5,0.0,CADFSFd,2.0,0.4,0.5
8227,4.7,0.0,5.8,5.7,FaCAF,1.7,0.0,0.0
8228,4.2,0.8999999999999999,10.4,5.1000000000000005,FaCADF,1.2999999999999998,0.0,0.0
8229,2.9,0.0,10.2,5.3,FaCAF,3.5,0.0,0.0
8230,0.0,0.0,6.0,4.7,FaCFSFd,6.4,0.1,0.7000000000000001
8231,4.4,0.0,4.5,3.6,FaCAFFd,6.8,0.6,0.0
